"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2829","UI Setup: authenticate via UI","ui-setup","2026-07-18","passed","2026-07-18","","setup/ui-auth.setup.ts","",""
"","4","Global Teardown: generate reports and sync TMS","global-teardown","2026-07-18","passed","2026-07-18","","teardown/global.teardown.ts","",""
"","541","API Setup: authenticate via API","api-setup","2026-07-18","passed","2026-07-18","","setup/api-auth.setup.ts","",""
"","241","SQ-XXX: should be able to re-authenticate","integration","2026-07-18","passed","2026-07-18","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","1072","SQ-XXX: should load dashboard with authenticated session","e2e","2026-07-18","passed","2026-07-18","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","175","SQ-XXX: should get current user with valid token","integration","2026-07-18","passed","2026-07-18","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","3053","SQ-90: TC1: Should create client with valid data","e2e","2026-07-18","failed","2026-07-18","Create Client","e2e/clients/createClient.test.ts","",""
"","4","Global Setup: prepare environment","global-setup","2026-07-18","passed","2026-07-18","","setup/global.setup.ts","",""
"","98","SQ-XXX: should fail without token","integration","2026-07-18","passed","2026-07-18","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","356","SQ-XXX: should access user info via API with session token","e2e","2026-07-18","passed","2026-07-18","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
