"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","207","SQ-XXX: should fail without token","integration","2026-09-05","passed","2026-09-05","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","290","SQ-XXX: should get current user with valid token","integration","2026-09-05","passed","2026-09-05","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","281","SQ-XXX: should access user info via API with session token","e2e","2026-09-05","passed","2026-09-05","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","2773","UI Setup: authenticate via UI","ui-setup","2026-09-05","passed","2026-09-05","","setup/ui-auth.setup.ts","",""
"","3","Global Setup: prepare environment","global-setup","2026-09-05","passed","2026-09-05","","setup/global.setup.ts","",""
"","382","SQ-XXX: should be able to re-authenticate","integration","2026-09-05","passed","2026-09-05","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","3057","SQ-90: TC1: Should create client with valid data","e2e","2026-09-05","failed","2026-09-05","Create Client","e2e/clients/createClient.test.ts","",""
"","3","Global Teardown: generate reports and sync TMS","global-teardown","2026-09-05","passed","2026-09-05","","teardown/global.teardown.ts","",""
"","693","API Setup: authenticate via API","api-setup","2026-09-05","passed","2026-09-05","","setup/api-auth.setup.ts","",""
"","1288","SQ-XXX: should load dashboard with authenticated session","e2e","2026-09-05","passed","2026-09-05","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
